image,xmin_inside_plate,xmin_outside_plate,ymin_inside_plate,ymin_outside_plate,xmax_inside_plate,xmax_outside_plate,ymax_inside_plate,ymax_outside_plate
64254008600.png,0.2644984326018809,NA,0.48746081504702193,NA,0.4376959247648903,NA,0.615987460815047,NA
30521892100.png,0.09130094043887148,NA,0.5470219435736676,NA,0.32249216300940436,NA,0.8362068965517242,NA
94071109200.png,0.2519592476489028,0.7127742946708463,0.3510971786833856,0.33620689655172414,0.43064263322884005,0.9063479623824451,0.46551724137931033,0.4741379310344827
47933452400.png,0.5991379310344827,0.1297021943573668,0.33855799373040746,0.2531347962382445,0.7817398119122256,0.3217084639498432,0.5509404388714731,0.4921630094043887
33430392300.png,0.08738244514106583,NA,0.6379310344827586,NA,0.3969435736677116,NA,0.9921630094043886,NA
7552956700.png,0.8021159874608149,0.11481191222570532,0.6050156739811912,0.7311912225705328,0.9604231974921629,0.23863636363636362,0.7304075235109716,0.8879310344827585
16104616100.png,0.28330721003134796,0.77782131661442,0.2836990595611285,0.11990595611285265,0.44083072100313475,0.9510188087774294,0.4694357366771159,0.3456112852664576
4254918000.png,0.19788401253918494,0.710423197492163,0.5274294670846394,0.4851097178683385,0.46120689655172414,0.985501567398119,0.8221003134796238,0.8142633228840124
11084755600.png,0.2989811912225705,0.6163793103448275,0.5909090909090909,0.49999999999999994,0.564655172413793,0.9314263322884012,0.8800940438871474,0.8307210031347962
83279994400.png,0.25117554858934166,0.7245297805642633,0.3095611285266458,0.1763322884012539,0.375,0.845219435736677,0.45297805642633227,0.384012539184953
36600814700.png,0.5607366771159874,0.17202194357366768,0.4239811912225705,0.46630094043887144,0.7699843260188086,0.40791536050156735,0.6567398119122256,0.7249216300940439
55683388500.png,0.08032915360501568,NA,0.49686520376175547,NA,0.313871473354232,NA,0.6747648902821316,NA
83293084600.png,0.6461598746081504,0.1171630094043887,0.20141065830721003,0.1293103448275862,0.7644984326018809,0.19318181818181818,0.3612852664576802,0.341692789968652
91718697000.png,0.21982758620689652,NA,0.26410658307210033,NA,0.49098746081504696,NA,0.43573667711598746,NA
112475947300.png,0.49333855799373033,NA,0.028213166144200625,NA,0.6704545454545454,NA,0.23119122257053293,NA
83105547800.png,0.540360501567398,0.01293103448275862,0.07601880877742946,0.011755485893416925,0.8154388714733541,0.34835423197492155,0.38166144200626956,0.3714733542319749
7097349200.png,0.23158307210031345,0.7159090909090908,0.2656739811912226,0.22178683385579936,0.4314263322884012,0.9345611285266456,0.5094043887147335,0.4913793103448275
47016247300.png,0.3130877742946708,0.5865987460815046,0.21316614420062696,0.2452978056426332,0.582680250783699,0.8906739811912225,0.48746081504702193,0.5626959247648902
28616224900.png,NA,0.3898902821316614,NA,0.6739811912225704,NA,0.5227272727272727,NA,0.9114420062695924
7525225800.png,0.04427899686520376,0.8365987460815045,0.647335423197492,0.6559561128526644,0.18142633228840124,0.9204545454545453,0.7695924764890281,0.8126959247648902
23865783400.png,0.25431034482758624,0.6759404388714731,0.36598746081504696,0.21081504702194356,0.4329937304075235,0.8765673981191221,0.4804075235109717,0.35344827586206895
18080984800.png,0.6414576802507836,0.0536833855799373,0.5235109717868338,0.5094043887147335,0.8585423197492161,0.28644200626959243,0.7829153605015673,0.8025078369905956
42631551700.png,0.5897335423197492,0.029388714733542317,0.0940438871473354,0.09482758620689655,0.8554075235109716,0.3107366771159874,0.3981191222570532,0.43181818181818177
28626234300.png,0.6688871473354231,NA,0.04780564263322884,NA,0.9228056426332287,NA,0.37460815047021934,NA
87346559100.png,0.2746865203761755,0.6728056426332288,0.5517241379310345,0.5681818181818181,0.5050940438871473,0.9259404388714733,0.8072100313479622,0.8448275862068965
58718859100.png,0.2856583072100313,0.6547805642633228,0.341692789968652,0.3369905956112852,0.48001567398119116,0.8648119122257053,0.5587774294670846,0.5752351097178682
64246465500.png,0.19083072100313478,NA,0.28996865203761757,NA,0.37813479623824453,NA,0.42006269592476486,NA
20266934600.png,0.5058777429467084,0.1775078369905956,0.6504702194357367,0.7547021943573666,0.674373040752351,0.3640282131661442,0.8401253918495297,0.9600313479623823
85224370500.png,0.5270376175548589,0.03095611285266458,0.5282131661442006,0.5266457680250783,0.6782915360501567,0.1916144200626959,0.7280564263322884,0.744514106583072
84368835800.png,0.17594043887147331,0.6038401253918495,0.2813479623824451,0.08855799373040751,0.3373824451410658,0.7825235109717867,0.4741379310344827,0.3103448275862069
57659402400.png,0.7323667711598745,0.27311912225705326,0.19043887147335423,0.24686520376175547,0.9188871473354231,0.4494514106583071,0.4302507836990595,0.46159874608150464
81144922800.png,0.3271943573667711,NA,0.055642633228840124,NA,0.5317398119122256,NA,0.28448275862068967,NA
83285846700.png,0.44043887147335414,NA,0.6665360501567397,NA,0.5478056426332287,NA,0.8593260188087773,NA
40671079400.png,0.5690322580645162,NA,0.6193548387096774,NA,0.8838709677419356,NA,0.9600000000000001,NA
75353621100.png,0.14838709677419357,0.7445161290322582,0.6038709677419356,0.6774193548387097,0.32387096774193547,0.9264516129032259,0.7367741935483871,0.832258064516129
80289467900.png,0.6283870967741936,NA,0.47225806451612906,NA,0.8490322580645161,NA,0.7587096774193548,NA
62252932700.png,0.2309677419354839,0.5767741935483871,0.22193548387096776,0.1329032258064516,0.4296774193548387,0.8051612903225807,0.45419354838709675,0.3793548387096774
108278041500.png,0.12645161290322582,NA,0.5148387096774194,NA,0.3509677419354839,NA,0.6929032258064516,NA
31616574000.png,0.5909677419354838,0.12129032258064516,0.29677419354838713,0.12129032258064516,0.7729032258064517,0.31354838709677413,0.48903225806451617,0.36
50396162400.png,0.08903225806451613,0.72,0.687741935483871,0.575483870967742,0.18451612903225809,0.8451612903225806,0.8180645161290323,0.6864516129032258
52568914700.png,0.42322580645161295,0.616774193548387,0.10967741935483871,0.14451612903225808,0.6348387096774194,0.8696774193548388,0.327741935483871,0.4
9755339500.png,0.30322580645161296,0.7470967741935484,0.1341935483870968,0.09677419354838711,0.4825806451612904,0.9419354838709677,0.3535483870967742,0.3367741935483871
59058229100.png,0.3470967741935484,0.7483870967741936,0.4374193548387097,0.5625806451612904,0.5470967741935483,0.976774193548387,0.567741935483871,0.7174193548387097
28619507900.png,0.663225806451613,NA,0.06193548387096774,NA,0.9316129032258065,NA,0.3935483870967742,NA
76547077800.png,0.7690322580645161,NA,0.0670967741935484,NA,0.9251612903225807,NA,0.29677419354838713,NA
102930330500.png,0.18064516129032257,NA,0.5793548387096774,NA,0.39612903225806456,NA,0.8529032258064516,NA
4251463400.png,0.36129032258064514,0.7638709677419355,0.7445161290322582,0.6851612903225807,0.5703225806451613,0.9806451612903226,0.9793548387096775,0.9470967741935483
31596836100.png,0.5651612903225807,0.023225806451612905,0.34451612903225814,0.12258064516129033,0.8438709677419355,0.35741935483870974,0.6387096774193548,0.48387096774193544
59106327700.png,0.5703225806451613,NA,0.7587096774193548,NA,0.7638709677419355,NA,0.8980645161290323,NA
42605394500.png,0.5303225806451614,0.1329032258064516,0.327741935483871,0.2,0.7651612903225807,0.3909677419354839,0.5819354838709677,0.48516129032258065
86273865200.png,NA,0.015483870967741935,NA,0.6541935483870969,NA,0.25806451612903225,NA,0.9458064516129032
65331147900.png,0.24258064516129033,NA,0.512258064516129,NA,0.49548387096774194,NA,0.8051612903225807,NA
112455534400.png,0.5664516129032259,0.2090322580645161,0.14709677419354839,0.10064516129032258,0.7935483870967742,0.472258064516129,0.38709677419354843,0.38193548387096776
53586286500.png,0.19225806451612903,NA,0.48903225806451617,NA,0.447741935483871,NA,0.783225806451613,NA
39860997500.png,0.2,0.6064516129032259,0.25290322580645164,0.3496774193548387,0.40258064516129033,0.8103225806451614,0.48000000000000004,0.58967741935483875
53576483500.png,0.2980645161290323,NA,0.30322580645161296,NA,0.4451612903225807,NA,0.527741935483871,NA
80270700200.png,0.6064516129032259,0.05419354838709678,0.5483870967741936,0.4374193548387097,0.8154838709677421,0.2735483870967742,0.7909677419354839,0.727741935483871
13240660500.png,0.25290322580645164,0.7419354838709679,0.19612903225806452,0.22193548387096776,0.46580645161290324,0.9793548387096775,0.4606451612903226,0.5006451612903227
52562430400.png,0.31483870967741934,0.5458064516129032,0.03870967741935484,0.021935483870967745,0.5470967741935483,0.8090322580645162,0.2761290322580645,0.2980645161290322
116894994100.png,0.2980645161290323,0.6606451612903226,0.3741935483870968,0.37032258064516127,0.503225806451613,0.8683870967741936,0.6,0.6116129032258064
51459527200.png,NA,0.007741935483870968,NA,0.7625806451612904,NA,0.13806451612903228,NA,0.9419354838709678
11073981100.png,0.2103225806451613,0.6283870967741936,0.5729032258064517,0.6374193548387097,0.4903225806451613,0.9406451612903226,0.8838709677419355,0.9883870967741936
28629536600.png,NA,0.6477419354838709,NA,0.04645161290322581,NA,0.9135483870967742,NA,0.37677419354838715
55638008700.png,0.09161290322580647,NA,0.27999999999999997,NA,0.31612903225806455,NA,0.455483870967742,NA
71224764700.png,0.5380645161290323,0.1406451612903226,0.25032258064516133,0.20258064516129035,0.7445161290322582,0.36129032258064514,0.4774193548387097,0.45419354838709675
16129078000.png,0.12387096774193548,NA,0.6296774193548387,NA,0.3329032258064516,NA,0.9122580645161291,NA
46988115900.png,0.4516129032258065,0.05419354838709678,0.5109677419354839,0.5909677419354838,0.7367741935483871,0.38838709677419353,0.8116129032258065,0.9380645161290322
38865566600.png,0.6606451612903226,0.1341935483870968,0.4412903225806452,0.5845161290322581,0.8916129032258066,0.38193548387096776,0.710967741935484,0.8709677419354839
61174860500.png,0.31612903225806455,0.6335483870967742,0.6129032258064516,0.6245161290322581,0.5238709677419355,0.8438709677419355,0.8270967741935483,0.8683870967741936
97958368200.png,0.5483870967741936,NA,0.03741935483870968,NA,0.6658064516129033,NA,0.20258064516129035,NA
71197246700.png,0.5561290322580645,0.1638709677419355,0.07741935483870968,0.08645161290322581,0.7406451612903225,0.36774193548387096,0.28258064516129033,0.3174193548387097
31610463300.png,0.20129032258064516,0.6748387096774194,0.287741935483871,0.06193548387096774,0.4567741935483871,0.958709677419355,0.5445161290322581,0.3780645161290323
102951540900.png,0.14709677419354839,NA,0.42193548387096774,NA,0.3587096774193549,NA,0.6812903225806453,NA
18162354300.png,0.6477419354838709,NA,0.0025806451612903226,NA,0.9187096774193548,NA,0.33548387096774185,NA
47012794900.png,0.3948387096774194,0.3832258064516129,0.6103225806451613,0.6929032258064517,0.6090322580645161,0.6464516129032258,0.798709677419355,0.9406451612903226
71206606800.png,0.5793548387096774,NA,0.04129032258064516,NA,0.7625806451612902,NA,0.25161290322580643,NA
38852843700.png,0.5393548387096775,0.1303225806451613,0.1690322580645161,0.2903225806451613,0.7367741935483871,0.34064516129032263,0.3896774193548387,0.5251612903225806
90674103100.png,0.5458064516129032,NA,0.08129032258064517,NA,0.7135483870967742,NA,0.2464516129032258,NA
32588536900.png,0.5212903225806452,0.16258064516129034,0.2903225806451613,0.207741935483871,0.7238709677419356,0.38580645161290317,0.5058064516129033,0.46709677419354845
60015012500.png,0.47354838709677427,0.08,0.22451612903225807,0.11612903225806451,0.7767741935483872,0.41935483870967744,0.5329032258064517,0.46967741935483875
95386014100.png,0.2954838709677419,NA,0.7419354838709679,NA,0.4606451612903226,NA,0.9561290322580647,NA
65811877000.png,0.07870967741935483,0.8851612903225807,0.6774193548387097,0.6154838709677419,0.2335483870967742,0.984516129032258,0.8103225806451614,0.783225806451613
71200680500.png,0.15870967741935485,NA,0.6967741935483871,NA,0.4296774193548387,NA,0.9948387096774193,NA
50017552200.png,0.5019354838709678,0.11225806451612903,0.4916129032258065,0.6090322580645161,0.6658064516129033,0.28258064516129033,0.6748387096774194,0.8180645161290323
12264285500.png,0.6025806451612904,0.2567741935483871,0.32387096774193547,0.3638709677419355,0.7922580645161291,0.4774193548387097,0.5264516129032258,0.6064516129032258
1384280200.png,0.6516129032258065,NA,0.2567741935483871,NA,0.8180645161290323,NA,0.4967741935483871,NA
51438398100.png,NA,0.021935483870967745,NA,0.07096774193548387,NA,0.14451612903225808,NA,0.25290322580645164
42672913800.png,0.31612903225806455,NA,0.08645161290322581,NA,0.5458064516129032,NA,0.30322580645161296,NA
16107882900.png,0.6258064516129034,NA,0.2206451612903226,NA,0.8245161290322582,NA,0.4761290322580646,NA
31607224300.png,0.4980645161290323,0.13806451612903228,0.527741935483871,0.3832258064516129,0.6761290322580646,0.3470967741935484,0.7212903225806452,0.6129032258064516
47951421900.png,0.5703225806451613,0.12516129032258067,0.4774193548387097,0.3741935483870968,0.7535483870967741,0.3290322580645161,0.6890322580645161,0.6129032258064516
34419495900.png,0.2567741935483871,0.752258064516129,0.512258064516129,0.4825806451612904,0.4864516129032258,0.9896774193548387,0.7767741935483871,0.7716129032258066
85303158500.png,0.6296774193548387,NA,0.005161290322580645,NA,0.903225806451613,NA,0.327741935483871,NA
85277796500.png,0.6141935483870968,NA,0.6838709677419356,NA,0.7922580645161291,NA,0.8761290322580646,NA
1404271400.png,0.08516129032258066,NA,0.1870967741935484,NA,0.2761290322580645,NA,0.44903225806451613,NA
20286139000.png,0.24387096774193548,0.5574193548387097,0.14709677419354839,0.16774193548387098,0.455483870967742,0.7651612903225807,0.36903225806451617,0.40258064516129033
96374352400.png,0.32129032258064516,0.6722580645161291,0.4980645161290323,0.5548387096774193,0.5238709677419355,0.8941935483870969,0.7187096774193549,0.8064516129032258
116878875500.png,0.6193548387096774,NA,0.5793548387096774,NA,0.9316129032258065,NA,0.9264516129032258,NA
9777430500.png,0.6012903225806452,0.07096774193548387,0.6709677419354839,0.6348387096774194,0.7651612903225807,0.23612903225806453,0.8812903225806451,0.8503225806451613
40647629000.png,0.5574193548387097,0.07096774193548387,0.5419354838709678,0.5341935483870968,0.8348387096774194,0.4051612903225807,0.84,0.8787096774193549
36571763100.png,0.5574193548387097,NA,0.09161290322580647,NA,0.7612903225806451,NA,0.3174193548387097,NA
7518060600.png,0.8206451612903226,0.11612903225806451,0.19870967741935483,0.1135483870967742,0.9729032258064516,0.24387096774193548,0.32387096774193547,0.27999999999999997
99177509200.png,0.6361290322580646,0.24000000000000002,0.552258064516129,0.47225806451612906,0.887741935483871,0.4774193548387097,0.8412903225806452,0.7264516129032259
68964473100.png,0.11483870967741935,0.6335483870967742,0.5148387096774194,0.5935483870967743,0.4103225806451613,0.9651612903225808,0.832258064516129,0.9677419354838709
96381458700.png,0.10322580645161292,0.4503225806451613,0.6838709677419356,0.6541935483870969,0.25806451612903225,0.6283870967741936,0.8696774193548388,0.8580645161290323
25850479100.png,0.2567741935483871,0.7587096774193548,0.27741935483870966,0.1509677419354839,0.42193548387096774,0.944516129032258,0.3948387096774194,0.29161290322580646
31623270900.png,0.27741935483870966,0.750967741935484,0.26451612903225813,0.27225806451612905,0.44,0.9380645161290324,0.46838709677419355,0.5070967741935484
33422524400.png,0.5961290322580646,NA,0.6361290322580646,NA,0.8683870967741936,NA,0.9522580645161292,NA
62265891900.png,0.1135483870967742,NA,0.5767741935483871,NA,0.3987096774193548,NA,0.9083870967741936,NA
18136414200.png,0.6529032258064517,0.06193548387096774,0.5148387096774194,0.5341935483870968,0.872258064516129,0.29677419354838713,0.783225806451613,0.832258064516129
53564321700.png,0.2761290322580645,NA,0.29161290322580646,NA,0.41290322580645167,NA,0.5096774193548388,NA
97545491400.png,0.6567741935483871,0.2929032258064517,0.6645161290322581,0.6270967741935485,0.8438709677419355,0.49548387096774194,0.8658064516129034,0.855483870967742
90665774200.png,0.4206451612903226,0.7070967741935484,0.6890322580645161,0.7664516129032258,0.5832258064516129,0.887741935483871,0.8580645161290323,0.9703225806451613
7503627500.png,0.7548387096774194,0.06967741935483872,0.38838709677419353,0.2606451612903226,0.8916129032258066,0.18451612903225809,0.5045161290322581,0.41290322580645167
94103556000.png,0.5483870967741936,0.11096774193548388,0.45290322580645165,0.5612903225806452,0.6941935483870968,0.32129032258064516,0.5741935483870968,0.6916129032258065
76536021900.png,0.1329032258064516,0.847741935483871,0.6361290322580646,0.6709677419354839,0.28387096774193543,0.9677419354838709,0.8632258064516131,0.9419354838709678
36575197900.png,0.5445161290322581,0.14709677419354839,0.25806451612903225,0.21806451612903224,0.7470967741935485,0.3638709677419355,0.4825806451612904,0.472258064516129
35572469900.png,0.47483870967741937,0.05935483870967742,0.15612903225806452,0.28903225806451616,0.7122580645161289,0.30064516129032265,0.3987096774193548,0.5561290322580645
45008656200.png,0.17419354838709677,NA,0.21548387096774194,NA,0.3329032258064516,NA,0.34709677419354845,NA
23896245900.png,0.25548387096774194,0.6683870967741936,0.31612903225806455,0.18580645161290324,0.43354838709677423,0.8632258064516128,0.4296774193548387,0.3290322580645161
100266338800.png,0.018064516129032263,NA,0.5651612903225807,NA,0.33161290322580644,NA,0.944516129032258,NA
46024584900.png,0.21935483870967742,NA,0.09032258064516129,NA,0.4503225806451613,NA,0.3496774193548387,NA
112452378200.png,0.19870967741935483,0.5096774193548388,0.41161290322580646,0.46322580645161293,0.4335483870967742,0.7729032258064517,0.6580645161290324,0.7380645161290323
68141128600.png,0.6309677419354839,NA,0.43354838709677423,NA,0.9200000000000002,NA,0.6206451612903225,NA
114697135800.png,NA,0.49870967741935485,NA,0.2541935483870968,NA,0.6858064516129032,NA,0.39548387096774196
20293460500.png,0.535483870967742,0.2619354838709677,0.12258064516129033,0.15870967741935485,0.752258064516129,0.48903225806451617,0.3290322580645162,0.3858064516129033
14100970400.png,0.30322580645161296,0.6941935483870968,0.743225806451613,0.7174193548387098,0.4916129032258065,0.8903225806451612,0.9690322580645162,0.9612903225806453
57656230700.png,0.6993548387096774,0.19483870967741934,0.21419354838709678,0.2412903225806452,0.9458064516129032,0.4206451612903226,0.5058064516129033,0.5070967741935484
71215826100.png,0.11096774193548388,NA,0.04516129032258064,NA,0.4167741935483872,NA,0.37806451612903225,NA
31604096200.png,0.6038709677419356,NA,0.19096774193548388,NA,0.7819354838709678,NA,0.3935483870967742,NA
92998100600.png,0.17161290322580644,NA,0.29161290322580646,NA,0.35741935483870974,NA,0.5303225806451614,NA
97529874500.png,0.607741935483871,0.03741935483870968,0.29677419354838713,0.18322580645161293,0.8541935483870969,0.2903225806451613,0.5767741935483871,0.4980645161290323
9768380400.png,0.21161290322580648,NA,0.19870967741935483,NA,0.4825806451612904,NA,0.5122580645161291,NA
35565501000.png,NA,0.06322580645161291,NA,0.003870967741935484,NA,0.2606451612903226,NA,0.2335483870967742
38848988800.png,0.6606451612903226,0.13161290322580643,0.287741935483871,0.10064516129032258,0.9058064516129033,0.38709677419354843,0.5625806451612904,0.3987096774193549
88403142900.png,0.1870967741935484,0.7651612903225807,0.09032258064516129,0.011612903225806452,0.3341935483870968,0.9122580645161291,0.30064516129032254,0.24387096774193548
88425351800.png,0.19612903225806452,NA,0.6941935483870968,NA,0.40258064516129033,NA,0.927741935483871,NA
7089045000.png,0.12645161290322582,NA,0.22838709677419355,NA,0.39741935483870966,NA,0.5458064516129032,NA
7093220500.png,0.25032258064516133,0.6322580645161291,0.16516129032258067,0.0335483870967742,0.43354838709677423,0.832258064516129,0.3716129032258065,0.2658064516129032
86265638700.png,0.5858064516129032,0.024516129032258065,0.4180645161290322,0.5625806451612904,0.8438709677419355,0.29161290322580646,0.7161290322580646,0.8735483870967743
36588519000.png,0.5651612903225807,0.18451612903225806,0.3432258064516129,0.32129032258064516,0.7638709677419355,0.4051612903225807,0.5741935483870968,0.567741935483871
34441443800.png,0.2761290322580645,0.712258064516129,0.4206451612903226,0.4361290322580645,0.4774193548387097,0.9006451612903226,0.6348387096774194,0.672258064516129
91632552000.png,0.20387096774193547,0.6980645161290322,0.10064516129032258,0.0670967741935484,0.47483870967741937,0.9987096774193549,0.2761290322580645,0.26967741935483874
38836366600.png,0.6722580645161291,0.12645161290322582,0.27225806451612905,0.05548387096774194,0.927741935483871,0.40258064516129033,0.5716129032258065,0.36
7533764800.png,0.7741935483870969,0.10451612903225806,0.6529032258064517,0.7380645161290322,0.927741935483871,0.22322580645161288,0.7741935483870969,0.8980645161290323
35582595800.png,0.5496774193548387,0.15612903225806452,0.2,0.20258064516129035,0.727741935483871,0.3509677419354839,0.4141935483870968,0.42709677419354836
69945414600.png,0.1767741935483871,NA,0.4761290322580645,NA,0.4825806451612904,NA,0.8077419354838711,NA
73420444400.png,0.5716129032258065,NA,0.0567741935483871,NA,0.7096774193548387,NA,0.2270967741935484,NA
53579415900.png,0.20645161290322583,0.6051612903225807,0.7341935483870968,0.7470967741935484,0.4051612903225807,0.8025806451612904,0.9600000000000001,0.9935483870967742
114667035400.png,0.2,0.7664516129032258,0.33548387096774196,0.2632258064516129,0.38064516129032255,0.952258064516129,0.46967741935483875,0.4154838709677419
36582696000.png,0.5019354838709678,0.10967741935483871,0.7019354838709678,0.7341935483870968,0.710967741935484,0.327741935483871,0.9380645161290324,0.9870967741935485
102963361400.png,0.6941935483870968,NA,0.752258064516129,NA,0.8387096774193549,NA,0.9587096774193549,NA
88418524400.png,0.6309677419354839,0.058064516129032254,0.4245161290322581,0.5987096774193549,0.9238709677419356,0.38064516129032255,0.735483870967742,0.9483870967741936
114682051000.png,0.6129032258064516,0.0335483870967742,0.5445161290322581,0.5445161290322581,0.7896774193548388,0.22193548387096776,0.6812903225806453,0.6941935483870968
68129747500.png,0.6335483870967742,NA,0.3948387096774194,NA,0.9187096774193548,NA,0.5806451612903226,NA
16132983100.png,0.5587096774193548,NA,0.3858064516129033,NA,0.7303225806451613,NA,0.5974193548387098,NA
88411663600.png,0.6051612903225807,0.0735483870967742,0.41290322580645167,0.5058064516129033,0.8658064516129034,0.3638709677419355,0.6967741935483872,0.8335483870967744
94136613500.png,0.26967741935483874,0.712258064516129,0.3638709677419355,0.37677419354838715,0.4361290322580645,0.9083870967741936,0.4825806451612904,0.5161290322580645
25785132900.png,NA,0.07612903225806451,NA,0.2851612903225807,NA,0.3019354838709678,NA,0.4632258064516129
61178374800.png,0.36,NA,0.05032258064516129,NA,0.5535483870967742,NA,0.27354838709677415,NA
56688732700.png,NA,0.5883870967741937,NA,0.7148387096774195,NA,0.8051612903225807,NA,0.9445161290322581
21298074600.png,0.5909677419354838,0.19612903225806452,0.4141935483870968,0.3690322580645161,0.8270967741935483,0.42838709677419357,0.6606451612903227,0.6529032258064517
52580604300.png,0.3367741935483871,0.5561290322580645,0.03483870967741936,0.02580645161290323,0.5612903225806452,0.8258064516129033,0.2670967741935484,0.3070967741935484
65819035300.png,0.7845161290322581,0.0167741935483871,0.6180645161290322,0.5664516129032259,0.9199999999999999,0.09419354838709676,0.7548387096774194,0.7200000000000001
8624604100.png,0.48903225806451617,0.11612903225806451,0.5367741935483872,0.4709677419354839,0.7329032258064517,0.40387096774193554,0.7935483870967742,0.7741935483870969
6049747200.png,0.5587096774193548,0.08,0.48387096774193544,0.415483870967742,0.7664516129032258,0.3032258064516129,0.727741935483871,0.6851612903225808
45015624200.png,0.7445161290322582,0.0335483870967742,0.5819354838709677,0.4709677419354839,0.887741935483871,0.12645161290322582,0.7070967741935484,0.6219354838709678
55659328100.png,0.14451612903225808,NA,0.5458064516129032,NA,0.36516129032258066,NA,0.7096774193548387,NA
23880773400.png,0.5793548387096774,0.08645161290322581,0.5032258064516129,0.4567741935483871,0.8064516129032258,0.34064516129032263,0.6438709677419354,0.6270967741935483
41724257900.png,0.49548387096774194,0.23612903225806453,0.45806451612903226,0.47354838709677427,0.7096774193548387,0.4812903225806452,0.68,0.7316129032258064
98209786800.png,0.6580645161290322,NA,0.5793548387096774,NA,0.8167741935483872,NA,0.752258064516129,NA
68967631900.png,0.48774193548387096,0.13935483870967744,0.42838709677419357,0.40903225806451615,0.7032258064516129,0.36258064516129035,0.6425806451612903,0.6619354838709678
23888004400.png,0.18451612903225806,0.5948387096774194,0.3638709677419355,0.38838709677419353,0.38322580645161286,0.8167741935483872,0.48774193548387096,0.5406451612903226
106250085200.png,0.14709677419354839,NA,0.6709677419354839,NA,0.3083870967741935,NA,0.8658064516129033,NA
29496138300.png,0.5883870967741937,NA,0.6735483870967742,NA,0.8696774193548388,NA,0.9974193548387098,NA
41714983300.png,0.29935483870967744,0.4774193548387097,0.5870967741935484,0.6038709677419356,0.5148387096774194,0.7303225806451613,0.8038709677419356,0.8632258064516128
47926341400.png,0.6670967741935485,NA,0.0567741935483871,NA,0.9161290322580645,NA,0.3367741935483871,NA
100249923300.png,0.2258064516129032,0.6787096774193548,0.43870967741935485,0.43354838709677423,0.42193548387096774,0.8838709677419355,0.672258064516129,0.6877419354838712
19234795100.png,0.5341935483870968,0.05935483870967742,0.5341935483870968,0.48516129032258065,0.824516129032258,0.37677419354838715,0.8464516129032259,0.8387096774193549
53590601500.png,0.1406451612903226,NA,0.18064516129032257,NA,0.41935483870967744,NA,0.5006451612903227,NA
57665029400.png,0.13935483870967744,0.7174193548387098,0.1870967741935484,0.16516129032258067,0.3935483870967742,0.981935483870968,0.49419354838709684,0.5032258064516129
32567341000.png,0.21677419354838712,0.5406451612903227,0.5083870967741936,0.46967741935483875,0.46451612903225814,0.8270967741935483,0.7780645161290323,0.7806451612903227
41727510300.png,0.28645161290322585,0.4361290322580645,0.2954838709677419,0.2567741935483871,0.49548387096774194,0.6890322580645161,0.5212903225806452,0.5122580645161291
19246307500.png,0.15225806451612903,NA,0.5419354838709678,NA,0.45419354838709675,NA,0.8735483870967743,NA
81154888700.png,0.23870967741935484,NA,0.04129032258064516,NA,0.48000000000000004,NA,0.31225806451612903,NA
50386925100.png,0.775483870967742,0.15483870967741936,0.5819354838709677,0.6967741935483871,0.9212903225806452,0.2787096774193549,0.6993548387096774,0.8412903225806452
25799647700.png,0.16,NA,0.3341935483870968,NA,0.352258064516129,NA,0.48387096774193544,NA
30538867300.png,0.1367741935483871,NA,0.12258064516129033,NA,0.3406451612903226,NA,0.3896774193548387,NA
68961319400.png,0.5535483870967742,0.0735483870967742,0.4670967741935484,0.5341935483870968,0.8270967741935483,0.3793548387096774,0.7470967741935485,0.8632258064516128
23927750600.png,0.2658064516129032,0.7006451612903226,0.5329032258064516,0.5729032258064517,0.4374193548387097,0.8941935483870969,0.6503225806451614,0.7148387096774195
98179183400.png,0.2335483870967742,0.6245161290322581,0.5935483870967743,0.727741935483871,0.39225806451612905,0.8167741935483872,0.7780645161290323,0.9935483870967742
46027828700.png,0.6761290322580646,NA,0.7587096774193548,NA,0.8632258064516128,NA,0.9432258064516129,NA
83132684900.png,0.5600000000000002,0.15483870967741936,0.5574193548387097,0.6129032258064516,0.7948387096774194,0.4206451612903226,0.8038709677419356,0.9083870967741935
47000572100.png,0.40387096774193554,0.1341935483870968,0.14451612903225808,0.17032258064516131,0.6270967741935483,0.3896774193548388,0.37290322580645163,0.4438709677419355
38857006000.png,0.6593548387096775,0.18451612903225806,0.3793548387096774,0.5767741935483871,0.8825806451612904,0.4167741935483871,0.6245161290322581,0.8400000000000001
14112412100.png,0.1329032258064516,0.6864516129032258,0.5096774193548388,0.5806451612903226,0.41290322580645167,0.9961290322580646,0.8296774193548387,0.9393548387096775
98171229600.png,0.23741935483870968,0.6361290322580646,0.58967741935483875,0.7303225806451613,0.3909677419354839,0.8193548387096775,0.7767741935483871,0.9858064516129034
110459496300.png,0.21548387096774194,0.7793548387096774,0.29935483870967744,0.10064516129032258,0.3780645161290323,0.944516129032258,0.40774193548387094,0.25032258064516133
25828135100.png,0.19483870967741934,NA,0.5703225806451613,NA,0.38709677419354843,NA,0.7212903225806452,NA
32570800100.png,0.27999999999999997,0.6012903225806452,0.5574193548387097,0.64,0.46838709677419355,0.8283870967741936,0.7677419354838709,0.8929032258064515
59082129000.png,0.3509677419354839,NA,0.4141935483870968,NA,0.5483870967741936,NA,0.550967741935484,NA
20289201800.png,0.5548387096774193,0.08645161290322581,0.24774193548387097,0.2980645161290323,0.8451612903225806,0.3987096774193549,0.5561290322580645,0.6348387096774194
